normalized	headword	source	sourceUrl
BERRIKEKE	berrikeke	kuwiktionary	https://ku.wiktionary.org/wiki/berrikeke
BERRIKEKÊ	berrikekê	kuwiktionary	https://ku.wiktionary.org/wiki/berrikekê
BERRIKIN	berrikin	kuwiktionary	https://ku.wiktionary.org/wiki/berrikin
BERRIKINAN	berrikinan	kuwiktionary	https://ku.wiktionary.org/wiki/berrikinan
BERRIKÊ	berrikê	kuwiktionary	https://ku.wiktionary.org/wiki/berrikê
BERROJ	berroj	kuwiktionary	https://ku.wiktionary.org/wiki/berroj
BERRÎ	berrî	kuwiktionary	https://ku.wiktionary.org/wiki/berrî
BERRÛKEKE	berrûkeke	kuwiktionary	https://ku.wiktionary.org/wiki/berrûkeke
BERRÛKEKÊ	berrûkekê	kuwiktionary	https://ku.wiktionary.org/wiki/berrûkekê
BERRÛKIN	berrûkin	kuwiktionary	https://ku.wiktionary.org/wiki/berrûkin
BERRÛKINAN	berrûkinan	kuwiktionary	https://ku.wiktionary.org/wiki/berrûkinan
BERRÛKÊ	berrûkê	kuwiktionary	https://ku.wiktionary.org/wiki/berrûkê
BERRÛMASKEKE	berrûmaskeke	kuwiktionary	https://ku.wiktionary.org/wiki/berrûmaskeke
BERRÛMASKEKÊ	berrûmaskekê	kuwiktionary	https://ku.wiktionary.org/wiki/berrûmaskekê
BERRÛMASKIN	berrûmaskin	kuwiktionary	https://ku.wiktionary.org/wiki/berrûmaskin
BERRÛMASKINAN	berrûmaskinan	kuwiktionary	https://ku.wiktionary.org/wiki/berrûmaskinan
BERRÛMASKÊ	berrûmaskê	kuwiktionary	https://ku.wiktionary.org/wiki/berrûmaskê
BERSIH	bersih	kuwiktionary	https://ku.wiktionary.org/wiki/bersih
BERSIHÎ	bersihî	kuwiktionary	https://ku.wiktionary.org/wiki/bersihî
BERSIVAND	bersivand	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivand
BERSIVANDIBE	bersivandibe	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandibe
BERSIVANDIBIM	bersivandibim	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandibim
BERSIVANDIBIN	bersivandibin	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandibin
BERSIVANDIBÎ	bersivandibî	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandibî
BERSIVANDIBÛ	bersivandibû	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandibû
BERSIVANDIYE	bersivandiye	wiktionary+kuwiktionary	https://ku.wiktionary.org/wiki/bersivandiye
BERSIVANDÎ	bersivandî	kuwiktionary	https://ku.wiktionary.org/wiki/bersivandî
BERSIVKIRÎ	bersivkirî	kuwiktionary	https://ku.wiktionary.org/wiki/bersivkirî
BERSKARÎ	berskarî	kuwiktionary	https://ku.wiktionary.org/wiki/berskarî
BERSKER	bersker	kuwiktionary	https://ku.wiktionary.org/wiki/bersker
BERSKERA	berskera	kuwiktionary	https://ku.wiktionary.org/wiki/berskera
BERSKERAN	berskeran	kuwiktionary	https://ku.wiktionary.org/wiki/berskeran
BERSKEREK	berskerek	kuwiktionary	https://ku.wiktionary.org/wiki/berskerek
BERSKEREKE	berskereke	kuwiktionary	https://ku.wiktionary.org/wiki/berskereke
BERSKEREKÊ	berskerekê	kuwiktionary	https://ku.wiktionary.org/wiki/berskerekê
BERSKEREKÎ	berskerekî	kuwiktionary	https://ku.wiktionary.org/wiki/berskerekî
BERSKERIN	berskerin	kuwiktionary	https://ku.wiktionary.org/wiki/berskerin
BERSKERINAN	berskerinan	kuwiktionary	https://ku.wiktionary.org/wiki/berskerinan
BERSKERINE	berskerine	kuwiktionary	https://ku.wiktionary.org/wiki/berskerine
BERSKERINO	berskerino	kuwiktionary	https://ku.wiktionary.org/wiki/berskerino
BERSKERO	berskero	kuwiktionary	https://ku.wiktionary.org/wiki/berskero
BERSKERÊ	berskerê	kuwiktionary	https://ku.wiktionary.org/wiki/berskerê
BERSKERÊN	berskerên	kuwiktionary	https://ku.wiktionary.org/wiki/berskerên
BERSOJ	bersoj	kuwiktionary	https://ku.wiktionary.org/wiki/bersoj
BERSOJ BÛN	bersoj bûn	kuwiktionary	https://ku.wiktionary.org/wiki/bersoj_bûn
BERSOJK	bersojk	kuwiktionary	https://ku.wiktionary.org/wiki/bersojk
BERSOJKÎ BÛN	bersojkî bûn	kuwiktionary	https://ku.wiktionary.org/wiki/bersojkî_bûn
BERSOJÊ	bersojê	kuwiktionary	https://ku.wiktionary.org/wiki/bersojê
BERSORE	bersore	kuwiktionary	https://ku.wiktionary.org/wiki/bersore
BERSÊL	bersêl	kuwiktionary	https://ku.wiktionary.org/wiki/bersêl
BERSÎN	Bersîn	kuwiktionary	https://ku.wiktionary.org/wiki/Bersîn
BERTAV KIRIN	bertav kirin	kuwiktionary	https://ku.wiktionary.org/wiki/bertav_kirin
BERTAVKIRIN	bertavkirin	kuwiktionary	https://ku.wiktionary.org/wiki/bertavkirin
BERTAVKIRINÊ	bertavkirinê	kuwiktionary	https://ku.wiktionary.org/wiki/bertavkirinê
BERTENA	bertena	kuwiktionary	https://ku.wiktionary.org/wiki/bertena
BERTESÎR	bertesîr	kuwiktionary	https://ku.wiktionary.org/wiki/bertesîr
BERTIJÎ	bertijî	kuwiktionary	https://ku.wiktionary.org/wiki/bertijî
BERTIJÎTÎ	bertijîtî	kuwiktionary	https://ku.wiktionary.org/wiki/bertijîtî
BERTÎL KEVIRAN NERM DIKE	bertîl keviran nerm dike	kuwiktionary	https://ku.wiktionary.org/wiki/bertîl_keviran_nerm_dike
BERTÎL KIRIN	bertîl kirin	kuwiktionary	https://ku.wiktionary.org/wiki/bertîl_kirin
BERTÎLANDIN	bertîlandin	kuwiktionary	https://ku.wiktionary.org/wiki/bertîlandin
BERTÎLBAR	bertîlbar	kuwiktionary	https://ku.wiktionary.org/wiki/bertîlbar
BERTÎLKIRIN	bertîlkirin	kuwiktionary	https://ku.wiktionary.org/wiki/bertîlkirin
BERTÎLKIRINÊ	bertîlkirinê	kuwiktionary	https://ku.wiktionary.org/wiki/bertîlkirinê
BERTÎLXOR	bertîlxor	kuwiktionary	https://ku.wiktionary.org/wiki/bertîlxor
BERVAJÎKIRÎ	bervajîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/bervajîkirî
BERVE DER	berve der	kuwiktionary	https://ku.wiktionary.org/wiki/berve_der
BERVEKETIN	berveketin	kuwiktionary	https://ku.wiktionary.org/wiki/berveketin
BERWAN	Berwan	kuwiktionary	https://ku.wiktionary.org/wiki/Berwan
BERWESÊL	berwesêl	kuwiktionary	https://ku.wiktionary.org/wiki/berwesêl
BERX LI BERÊN TÊ	berx li berên tê	kuwiktionary	https://ku.wiktionary.org/wiki/berx_li_berên_tê
BERXA XWEDÊ	berxa Xwedê	kuwiktionary	https://ku.wiktionary.org/wiki/berxa_Xwedê
BERXA XWEDÊ XWEDÎ BIKE GUR NIKARE BUXWE	berxa xwedê xwedî bike gur nikare buxwe	kuwiktionary	https://ku.wiktionary.org/wiki/berxa_xwedê_xwedî_bike_gur_nikare_buxwe
BERXIKKIRÎ	berxikkirî	kuwiktionary	https://ku.wiktionary.org/wiki/berxikkirî
BERXISTIN	berxistin	kuwiktionary	https://ku.wiktionary.org/wiki/berxistin
BERXISTÎ	berxistî	kuwiktionary	https://ku.wiktionary.org/wiki/berxistî
BERXUDANÊ	berxudanê	kuwiktionary	https://ku.wiktionary.org/wiki/berxudanê
BERXVAN	berxvan	kuwiktionary	https://ku.wiktionary.org/wiki/berxvan
BERXWEDAR BÛN	berxwedar bûn	kuwiktionary	https://ku.wiktionary.org/wiki/berxwedar_bûn
BERXWEDARKIRÎ	berxwedarkirî	kuwiktionary	https://ku.wiktionary.org/wiki/berxwedarkirî
BERXWEDAYÎ	berxwedayî	kuwiktionary	https://ku.wiktionary.org/wiki/berxwedayî
BERXWEDER	berxweder	kuwiktionary	https://ku.wiktionary.org/wiki/berxweder
BERXWEDERA	berxwedera	kuwiktionary	https://ku.wiktionary.org/wiki/berxwedera
BERXWEDERAN	berxwederan	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederan
BERXWEDEREK	berxwederek	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederek
BERXWEDEREKE	berxwedereke	kuwiktionary	https://ku.wiktionary.org/wiki/berxwedereke
BERXWEDEREKÊ	berxwederekê	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederekê
BERXWEDERIN	berxwederin	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederin
BERXWEDERINAN	berxwederinan	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederinan
BERXWEDERÊ	berxwederê	kuwiktionary	https://ku.wiktionary.org/wiki/berxwederê
BERXWEKETÎ	berxweketî	kuwiktionary	https://ku.wiktionary.org/wiki/berxweketî
BERXWEŞ	berxweş	kuwiktionary	https://ku.wiktionary.org/wiki/berxweş
BERXWEŞTIRÎN	berxweştirîn	kuwiktionary	https://ku.wiktionary.org/wiki/berxweştirîn
BERXWEŞÎ	berxweşî	kuwiktionary	https://ku.wiktionary.org/wiki/berxweşî
BERXÊ NÊR JI BO KÊR	berxê nêr ji bo kêr	kuwiktionary	https://ku.wiktionary.org/wiki/berxê_nêr_ji_bo_kêr
BERXÊ XELKÊ DI KOZA MIROV DE MEZIN NABE	berxê xelkê di koza mirov de mezin nabe	kuwiktionary	https://ku.wiktionary.org/wiki/berxê_xelkê_di_koza_mirov_de_mezin_nabe
BERXÊ XELKÊ JI MERIV RE NABIN BERAN	berxê xelkê ji meriv re nabin beran	kuwiktionary	https://ku.wiktionary.org/wiki/berxê_xelkê_ji_meriv_re_nabin_beran
BERXÎ ÇÊ DI KOZÊ DA XUYA DIKÊ	berxî çê di kozê da xuya dikê	kuwiktionary	https://ku.wiktionary.org/wiki/berxî_çê_di_kozê_da_xuya_dikê
BERXÎ ÇÊ DI SER KOZÊ DE BELÎ YE	berxî çê di ser kozê de belî ye	kuwiktionary	https://ku.wiktionary.org/wiki/berxî_çê_di_ser_kozê_de_belî_ye
BERZ BIKE	berz bike	kuwiktionary	https://ku.wiktionary.org/wiki/berz_bike
BERZ BIKIN	berz bikin	kuwiktionary	https://ku.wiktionary.org/wiki/berz_bikin
BERZ DAN	berz dan	kuwiktionary	https://ku.wiktionary.org/wiki/berz_dan
BERZ DIKIR	berz dikir	kuwiktionary	https://ku.wiktionary.org/wiki/berz_dikir
BERZ KIRIBÛ	berz kiribû	kuwiktionary	https://ku.wiktionary.org/wiki/berz_kiribû
BERZ KIRIYE	berz kiriye	kuwiktionary	https://ku.wiktionary.org/wiki/berz_kiriye
BERZ NAKE	berz nake	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nake
BERZ NAKIN	berz nakin	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nakin
BERZ NAKÎ	berz nakî	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nakî
BERZ NEDIKIR	berz nedikir	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nedikir
BERZ NEKE	berz neke	kuwiktionary	https://ku.wiktionary.org/wiki/berz_neke
BERZ NEKIN	berz nekin	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nekin
BERZ NEKIR	berz nekir	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nekir
BERZ NEKIRIBÛ	berz nekiribû	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nekiribû
BERZ NEKIRIYE	berz nekiriye	kuwiktionary	https://ku.wiktionary.org/wiki/berz_nekiriye
BERZDAR	berzdar	kuwiktionary	https://ku.wiktionary.org/wiki/berzdar
BERZEBAR	berzebar	kuwiktionary	https://ku.wiktionary.org/wiki/berzebar
BERZEKIRÎ	berzekirî	kuwiktionary	https://ku.wiktionary.org/wiki/berzekirî
BERZENC	Berzenc	kuwiktionary	https://ku.wiktionary.org/wiki/Berzenc
BERZEND	Berzend	kuwiktionary	https://ku.wiktionary.org/wiki/Berzend
BERZEYÎ	berzeyî	kuwiktionary	https://ku.wiktionary.org/wiki/berzeyî
BERZKER	berzker	kuwiktionary	https://ku.wiktionary.org/wiki/berzker
BERZKERA	berzkera	kuwiktionary	https://ku.wiktionary.org/wiki/berzkera
BERZKERAN	berzkeran	kuwiktionary	https://ku.wiktionary.org/wiki/berzkeran
BERZKEREK	berzkerek	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerek
BERZKEREKE	berzkereke	kuwiktionary	https://ku.wiktionary.org/wiki/berzkereke
BERZKEREKÊ	berzkerekê	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerekê
BERZKEREKÎ	berzkerekî	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerekî
BERZKERIN	berzkerin	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerin
BERZKERINAN	berzkerinan	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerinan
BERZKERINE	berzkerine	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerine
BERZKERINO	berzkerino	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerino
BERZKERO	berzkero	kuwiktionary	https://ku.wiktionary.org/wiki/berzkero
BERZKERÊ	berzkerê	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerê
BERZKERÊN	berzkerên	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerên
BERZKERÎ	berzkerî	kuwiktionary	https://ku.wiktionary.org/wiki/berzkerî
BERZKIRÎ	berzkirî	kuwiktionary	https://ku.wiktionary.org/wiki/berzkirî
BERZKÎ	berzkî	kuwiktionary	https://ku.wiktionary.org/wiki/berzkî
BERZÎXWAZ	berzîxwaz	kuwiktionary	https://ku.wiktionary.org/wiki/berzîxwaz
BERZÎXWAZKÎ	berzîxwazkî	kuwiktionary	https://ku.wiktionary.org/wiki/berzîxwazkî
BERZÛRÎN	berzûrîn	kuwiktionary	https://ku.wiktionary.org/wiki/berzûrîn
BERÇARE	berçare	kuwiktionary	https://ku.wiktionary.org/wiki/berçare
BERÇAREBAR	berçarebar	kuwiktionary	https://ku.wiktionary.org/wiki/berçarebar
BERÇARETÎ	berçaretî	kuwiktionary	https://ku.wiktionary.org/wiki/berçaretî
BERÇAV BÛN	berçav bûn	kuwiktionary	https://ku.wiktionary.org/wiki/berçav_bûn
BERÇAV GIRTIN	berçav girtin	kuwiktionary	https://ku.wiktionary.org/wiki/berçav_girtin
BERÇAVBÛYÎ	berçavbûyî	kuwiktionary	https://ku.wiktionary.org/wiki/berçavbûyî
BERÇAVFIROŞ	berçavfiroş	kuwiktionary	https://ku.wiktionary.org/wiki/berçavfiroş
BERÇAVGIRTIN	berçavgirtin	kuwiktionary	https://ku.wiktionary.org/wiki/berçavgirtin
BERÇAVIKFIROŞ	berçavikfiroş	kuwiktionary	https://ku.wiktionary.org/wiki/berçavikfiroş
BERÇAVKVAN	berçavkvan	kuwiktionary	https://ku.wiktionary.org/wiki/berçavkvan
BERÇAVTENGANE	berçavtengane	kuwiktionary	https://ku.wiktionary.org/wiki/berçavtengane
BERÇAVTESKANE	berçavteskane	kuwiktionary	https://ku.wiktionary.org/wiki/berçavteskane
BERÇAVÎKIRÎ	berçavîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/berçavîkirî
BERÇELAN	Berçelan	kuwiktionary	https://ku.wiktionary.org/wiki/Berçelan
BERÇEM	Berçem	kuwiktionary	https://ku.wiktionary.org/wiki/Berçem
BERÇÎT	berçît	kuwiktionary	https://ku.wiktionary.org/wiki/berçît
BERÊ BERINGA	berê beringa	kuwiktionary	https://ku.wiktionary.org/wiki/berê_beringa
BERÊ BIFIKIRE ÇÊTIR E	berê bifikire çêtir e	kuwiktionary	https://ku.wiktionary.org/wiki/berê_bifikire_çêtir_e
BERÊ BINYAT	berê binyat	kuwiktionary	https://ku.wiktionary.org/wiki/berê_binyat
BERÊ BÛN	berê bûn	kuwiktionary	https://ku.wiktionary.org/wiki/berê_bûn
BERÊ DAN	berê dan	kuwiktionary	https://ku.wiktionary.org/wiki/berê_dan
BERÊ DARÊ BI DARÊ VE KURMÎ DIBE	berê darê bi darê ve kurmî dibe	kuwiktionary	https://ku.wiktionary.org/wiki/berê_darê_bi_darê_ve_kurmî_dibe
BERÊ EM DI DONÊ XWE DE DIQEWIRI	berê em di donê xwe de diqewiri	kuwiktionary	https://ku.wiktionary.org/wiki/berê_em_di_donê_xwe_de_diqewiri
BERÊ GIRAN DI CIYÊ XWE DE GIRANE, GAVA LEQYA NE BI DU PERAN E	berê giran di ciyê xwe de girane, gava leqya ne bi du peran e	kuwiktionary	https://ku.wiktionary.org/wiki/berê_giran_di_ciyê_xwe_de_girane,_gava_leqya_ne_bi_du_peran_e
BERÊ MÊWÊ	berê mêwê	kuwiktionary	https://ku.wiktionary.org/wiki/berê_mêwê
BERÊ XWEHA LI BIRA YE YÊ BIRA LI ÇIYA YE	berê xweha li bira ye yê bira li çiya ye	kuwiktionary	https://ku.wiktionary.org/wiki/berê_xweha_li_bira_ye_yê_bira_li_çiya_ye
BERÊKARTÎK	berêkartîk	kuwiktionary	https://ku.wiktionary.org/wiki/berêkartîk
BERÊVEBÛN	berêvebûn	kuwiktionary	https://ku.wiktionary.org/wiki/berêvebûn
BERÊYÎ	berêyî	kuwiktionary	https://ku.wiktionary.org/wiki/berêyî
BERÎ BARANÊ XWE TER NEKE	berî baranê xwe ter neke	kuwiktionary	https://ku.wiktionary.org/wiki/berî_baranê_xwe_ter_neke
BERÎ BIGIHÎ AVÊ, DAW Û DERLINGID XWE HILMEDE NAVÊ	berî bigihî avê, daw û derlingid xwe hilmede navê	kuwiktionary	https://ku.wiktionary.org/wiki/berî_bigihî_avê,_daw_û_derlingid_xwe_hilmede_navê
BERÎ DARÊ DARÊ DIXEMILÎNE	berî darê darê dixemilîne	kuwiktionary	https://ku.wiktionary.org/wiki/berî_darê_darê_dixemilîne
BERÎ DEMEKÊ	berî demekê	kuwiktionary	https://ku.wiktionary.org/wiki/berî_demekê
BERÎ DÊ YA TIM BERVE LAWANE, BERÎ LAWAN JÎ TIM BERVE ÇIYANE	berî dê ya tim berve lawane, berî lawan jî tim berve çiyane	kuwiktionary	https://ku.wiktionary.org/wiki/berî_dê_ya_tim_berve_lawane,_berî_lawan_jî_tim_berve_çiyane
BERÎ GIYA ZELAXÎT IN, PAŞÊ QERMEQÎT IN	berî giya zelaxît in, paşê qermeqît in	kuwiktionary	https://ku.wiktionary.org/wiki/berî_giya_zelaxît_in,_paşê_qermeqît_in
BERÎ GOTINA XWE BÊJÎ, GUL XWE NE	berî gotina xwe bêjî, gul xwe ne	kuwiktionary	https://ku.wiktionary.org/wiki/berî_gotina_xwe_bêjî,_gul_xwe_ne
BERÎ HATIN	berî hatin	kuwiktionary	https://ku.wiktionary.org/wiki/berî_hatin
BERÎ KO ÎŞ BÊN SERÎ TE XWE BIPARÊZE	berî ko îş bên serî te xwe biparêze	kuwiktionary	https://ku.wiktionary.org/wiki/berî_ko_îş_bên_serî_te_xwe_biparêze
BERÎ KU	berî ku	kuwiktionary	https://ku.wiktionary.org/wiki/berî_ku
BERÎ KU TU BIGHÊ ÊFRÎN (ÇEMÊ ÊFRÎN ) XWE TAZÎ MEKE	berî ku tu bighê êfrîn (çemê êfrîn ) xwe tazî meke	kuwiktionary	https://ku.wiktionary.org/wiki/berî_ku_tu_bighê_êfrîn_(çemê_êfrîn_)_xwe_tazî_meke
BERÎ RAKIRIN	berî rakirin	kuwiktionary	https://ku.wiktionary.org/wiki/berî_rakirin
BERÎ SPÊDÊ	berî spêdê	kuwiktionary	https://ku.wiktionary.org/wiki/berî_spêdê
BERÎ TU TIBILA XWE DIRÊJ KEYE MIN, XWE PIŞTRAST KE TIBILÊN TE YÊN DÎ NE DIPÎSIN	berî tu tibila xwe dirêj keye min, xwe piştrast ke tibilên te yên dî ne dipîsin	kuwiktionary	https://ku.wiktionary.org/wiki/berî_tu_tibila_xwe_dirêj_keye_min,_xwe_piştrast_ke_tibilên_te_yên_dî_ne_dipîsin
BERÎD	berîd	kuwiktionary	https://ku.wiktionary.org/wiki/berîd
BERÎK BIR	berîk bir	kuwiktionary	https://ku.wiktionary.org/wiki/berîk_bir
BERÎKA FEQÎRAN VALA YE, QELBÊ WAN TIJÎ YE	berîka feqîran vala ye, qelbê wan tijî ye	kuwiktionary	https://ku.wiktionary.org/wiki/berîka_feqîran_vala_ye,_qelbê_wan_tijî_ye
BERÎKA RÛTA QUL E	berîka rûta qul e	kuwiktionary	https://ku.wiktionary.org/wiki/berîka_rûta_qul_e
BERÎNER	berîner	kuwiktionary	https://ku.wiktionary.org/wiki/berîner
BERÎNERA	berînera	kuwiktionary	https://ku.wiktionary.org/wiki/berînera
BERÎNERAN	berîneran	kuwiktionary	https://ku.wiktionary.org/wiki/berîneran
BERÎNEREK	berînerek	kuwiktionary	https://ku.wiktionary.org/wiki/berînerek
BERÎNEREKE	berînereke	kuwiktionary	https://ku.wiktionary.org/wiki/berînereke
BERÎNEREKÊ	berînerekê	kuwiktionary	https://ku.wiktionary.org/wiki/berînerekê
BERÎNERIN	berînerin	kuwiktionary	https://ku.wiktionary.org/wiki/berînerin
BERÎNERINAN	berînerinan	kuwiktionary	https://ku.wiktionary.org/wiki/berînerinan
BERÎNERÊ	berînerê	kuwiktionary	https://ku.wiktionary.org/wiki/berînerê
BERÎNERÊN	berînerên	kuwiktionary	https://ku.wiktionary.org/wiki/berînerên
BERÎTÎ HEBÛN	berîtî hebûn	kuwiktionary	https://ku.wiktionary.org/wiki/berîtî_hebûn
BERÎXAN	Berîxan	kuwiktionary	https://ku.wiktionary.org/wiki/Berîxan
BERÛ DA BIZINÊ, DEST AVÊTE QARÇIKÊ	berû da bizinê, dest avête qarçikê	kuwiktionary	https://ku.wiktionary.org/wiki/berû_da_bizinê,_dest_avête_qarçikê
BERÛ JI KOVKÊ DER E	berû ji kovkê der e	kuwiktionary	https://ku.wiktionary.org/wiki/berû_ji_kovkê_der_e
BERÛ JI QALIKÊ XWE BAZ DA Û GOT: “MAGÎ DEVÎ ÇAWA YE!”	berû ji qalikê xwe baz da û got: “magî devî çawa ye!”	kuwiktionary	https://ku.wiktionary.org/wiki/berû_ji_qalikê_xwe_baz_da_û_got:_“magî_devî_çawa_ye!”
BERÛ YÊ DAREKÊ NE, PÎVAZÊ MIŞAREKÊ NE	berû yê darekê ne, pîvazê mişarekê ne	kuwiktionary	https://ku.wiktionary.org/wiki/berû_yê_darekê_ne,_pîvazê_mişarekê_ne
BERÛ ZARÊ BIZINÊ YE	berû zarê bizinê ye	kuwiktionary	https://ku.wiktionary.org/wiki/berû_zarê_bizinê_ye
BERÛK JI ÇIFTÊ KET GOT	berûk ji çiftê ket got	kuwiktionary	https://ku.wiktionary.org/wiki/berûk_ji_çiftê_ket_got
BERÛMASK	berûmask	kuwiktionary	https://ku.wiktionary.org/wiki/berûmask
BERÛMASKA	berûmaska	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaska
BERÛMASKAN	berûmaskan	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaskan
BERÛMASKEK	berûmaskek	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaskek
BERÛMASKINE	berûmaskine	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaskine
BERÛMASKINO	berûmaskino	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaskino
BERÛMASKÊN	berûmaskên	kuwiktionary	https://ku.wiktionary.org/wiki/berûmaskên
BERÛVAJÎ	berûvajî	kuwiktionary	https://ku.wiktionary.org/wiki/berûvajî
BERÛYÎ	berûyî	kuwiktionary	https://ku.wiktionary.org/wiki/berûyî
BERŞ	berş	kuwiktionary	https://ku.wiktionary.org/wiki/berş
BERŞA	berşa	kuwiktionary	https://ku.wiktionary.org/wiki/berşa
BERŞEK	berşek	kuwiktionary	https://ku.wiktionary.org/wiki/berşek
BERŞEKE	berşeke	kuwiktionary	https://ku.wiktionary.org/wiki/berşeke
BERŞEKÊ	berşekê	kuwiktionary	https://ku.wiktionary.org/wiki/berşekê
BERŞIK	berşik	kuwiktionary	https://ku.wiktionary.org/wiki/berşik
BERŞIN	berşin	kuwiktionary	https://ku.wiktionary.org/wiki/berşin
BERŞINAN	berşinan	kuwiktionary	https://ku.wiktionary.org/wiki/berşinan
BERŞINE	berşine	kuwiktionary	https://ku.wiktionary.org/wiki/berşine
BERŞÊ	berşê	kuwiktionary	https://ku.wiktionary.org/wiki/berşê
BERŞÊKIRINÊ	berşêkirinê	kuwiktionary	https://ku.wiktionary.org/wiki/berşêkirinê
BERŞÊN	berşên	kuwiktionary	https://ku.wiktionary.org/wiki/berşên
BERŞÊR	berşêr	kuwiktionary	https://ku.wiktionary.org/wiki/berşêr
BERŞÊTIRÎN	berşêtirîn	kuwiktionary	https://ku.wiktionary.org/wiki/berşêtirîn
BERŞÊTÎ	berşêtî	kuwiktionary	https://ku.wiktionary.org/wiki/berşêtî
BERŞÎN	berşîn	kuwiktionary	https://ku.wiktionary.org/wiki/berşîn
BERŞÎNE	berşîne	kuwiktionary	https://ku.wiktionary.org/wiki/berşîne
BERŞÎV	berşîv	kuwiktionary	https://ku.wiktionary.org/wiki/berşîv
BESAM	Besam	kuwiktionary	https://ku.wiktionary.org/wiki/Besam
BESAYETÎ	besayetî	kuwiktionary	https://ku.wiktionary.org/wiki/besayetî
BESKIRINÊ	beskirinê	kuwiktionary	https://ku.wiktionary.org/wiki/beskirinê
BESKIRÎ	beskirî	kuwiktionary	https://ku.wiktionary.org/wiki/beskirî
BESME	besme	kuwiktionary	https://ku.wiktionary.org/wiki/besme
BESNA	Besna	kuwiktionary	https://ku.wiktionary.org/wiki/Besna
BESPA	bespa	kuwiktionary	https://ku.wiktionary.org/wiki/bespa
BESTEKIRÎ	bestekirî	kuwiktionary	https://ku.wiktionary.org/wiki/bestekirî
BESTEKKIRÎ	bestekkirî	kuwiktionary	https://ku.wiktionary.org/wiki/bestekkirî
BESTSELLER	bestseller	kuwiktionary	https://ku.wiktionary.org/wiki/bestseller
BESTSELLERA	bestsellera	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellera
BESTSELLERAN	bestselleran	kuwiktionary	https://ku.wiktionary.org/wiki/bestselleran
BESTSELLEREK	bestsellerek	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerek
BESTSELLEREKE	bestsellereke	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellereke
BESTSELLEREKÊ	bestsellerekê	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerekê
BESTSELLERIN	bestsellerin	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerin
BESTSELLERINAN	bestsellerinan	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerinan
BESTSELLERINE	bestsellerine	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerine
BESTSELLERÊ	bestsellerê	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerê
BESTSELLERÊN	bestsellerên	kuwiktionary	https://ku.wiktionary.org/wiki/bestsellerên
BESTÎKIRÎ	bestîkirî	kuwiktionary	https://ku.wiktionary.org/wiki/bestîkirî
BESÎC	besîc	kuwiktionary	https://ku.wiktionary.org/wiki/besîc
BESÎCÎ	besîcî	kuwiktionary	https://ku.wiktionary.org/wiki/besîcî
BESÎJÎ	besîjî	kuwiktionary	https://ku.wiktionary.org/wiki/besîjî
BESÎR	besîr	kuwiktionary	https://ku.wiktionary.org/wiki/besîr
BESÎTKIRÎ	besîtkirî	kuwiktionary	https://ku.wiktionary.org/wiki/besîtkirî
BETAL Û ETAL	betal û etal	kuwiktionary	https://ku.wiktionary.org/wiki/betal_û_etal
BETALKER	betalker	kuwiktionary	https://ku.wiktionary.org/wiki/betalker
